Pizza No.,Order Date,Order Time,Ord - Del time,Order Receipt (mins), Base prep (mins), Styling (mins), Cooking Time (mins),Boxing (mins),Delivery (mins),Oven Temp ºC,Order Mode,Size,Area,Order Taker,Dough Prep,Stylist,Oven,Boxer,Deliverer,Cust. complaint,Reason,,,,,,,
3615,31/03/2018,20:51:42,47.6,0.68,3.18,0.36,7.48,0.36,35.5,283.9,Phone,Family,E,Dineo,Vivaan,Jim,Wasabi,Bongani,Sei,No,,,,,,,,
3616,31/03/2018,21:02:33,40.1,0.69,3.21,0.42,7.05,0.42,28.3,279.9,Phone,Large,A,Dineo,Vivaan,Jim,Curry,Bongani,Lebo,No,,,,,,,,
3617,31/03/2018,21:09:51,36.7,0.72,3.64,0.47,6.88,0.47,24.6,278.0,App,Large,A,Dineo,Vivaan,Jim,Curry,Bongani,Rita,No,,,,,,,,
3618,31/03/2018,21:12:38,40.9,0.55,3.33,0.42,6.44,0.42,29.8,244.8,Phone,Small,B,Dineo,Vivaan,Jim,Chilli,Bongani,Sei,No,,,,,,,,
3619,31/03/2018,21:13:49,36.0,0.60,3.30,0.45,6.74,0.45,24.4,249.3,Phone,Medium,B,Dineo,Vivaan,Jim,Chilli,Bongani,Lebo,No,,,,,,,,
3620,31/03/2018,21:26:50,42.5,1.09,3.15,0.54,6.25,0.54,31.0,244.9,App,Medium,E,Dineo,Vivaan,Jim,Chilli,Bongani,Rita,No,,,,,,,,
3621,31/03/2018,21:30:21,46.9,0.57,3.32,0.29,6.50,0.29,35.9,241.6,Phone,Small,E,Dineo,Vivaan,Jim,Chilli,Bongani,Sei,No,,,,,,,,
3622,31/03/2018,21:34:51,41.3,0.79,3.63,0.47,6.96,0.47,29.0,273.3,Phone,Large,A,Dineo,Vivaan,Jim,Curry,Bongani,Lebo,No,,,,,,,,
3623,31/03/2018,21:37:08,36.9,0.81,3.53,0.45,6.99,0.45,24.7,278.0,App,Large,A,Dineo,Vivaan,Jim,Curry,Bongani,Rita,No,,,,,,,,
3624,31/03/2018,21:49:53,30.8,1.09,3.19,0.39,6.61,0.39,19.2,241.3,Phone,Medium,B,Dineo,Vivaan,Jim,Chilli,Bongani,Sei,No,,,,,,,,
3625,31/03/2018,21:52:33,45.4,0.95,3.44,0.46,7.63,0.46,32.5,290.0,App,Family,D,Dineo,Vivaan,Jim,Wasabi,Bongani,Lebo,No,,,,,,,,
3626,31/03/2018,21:54:24,51.4,0.60,3.24,0.47,6.40,0.47,40.2,244.7,App,Small,C,Dineo,Vivaan,Jim,Chilli,Bongani,Rita,No,,,,,,,,
3627,31/03/2018,21:56:43,53.3,0.85,3.54,0.54,7.41,0.54,40.4,290.7,Phone,Family,E,Dineo,Vivaan,Jim,Wasabi,Bongani,Sei,No,,,,,,,,
3628,31/03/2018,21:57:05,54.7,0.67,3.50,0.58,7.35,0.58,42.0,290.3,App,Family,E,Dineo,Vivaan,Jim,Wasabi,Bongani,Lebo,No,,,,,,,,
3629,31/03/2018,22:00:10,54.1,0.57,3.53,0.51,7.10,0.51,41.8,290.5,App,Family,E,Dineo,Vivaan,Jim,Wasabi,Bongani,Rita,No,,,,,,,,
3630,31/03/2018,22:02:11,35.5,0.55,3.49,0.48,7.28,0.48,23.2,280.3,App,Family,A,Dineo,Vivaan,Jim,Wasabi,Bongani,Sei,yes,Wrong topping,,,,,,,
3631,31/03/2018,22:05:42,54.8,0.76,3.29,0.43,6.50,0.43,43.4,244.6,App,Small,E,Dineo,Vivaan,Jim,Chilli,Bongani,Lebo,No,,,,,,,,
3632,31/03/2018,22:11:28,46.7,0.83,3.10,0.56,6.56,0.56,35.1,249.7,App,Medium,E,Dineo,Vivaan,Jim,Chilli,Bongani,Rita,No,,,,,,,,
3633,31/03/2018,22:12:27,43.5,0.75,3.14,0.46,6.41,0.46,32.3,240.7,App,Small,E,Dineo,Vivaan,Jim,Chilli,Bongani,Sei,yes,Too Doughy,,,,,,,
3634,31/03/2018,22:15:53,36.9,0.85,3.44,0.40,6.99,0.40,24.9,269.2,App,Large,A,Dineo,Vivaan,Jim,Curry,Bongani,Lebo,No,,,,,,,,
3635,31/03/2018,22:21:41,43.6,0.79,3.06,0.46,6.97,0.46,31.8,281.5,Phone,Large,B,Dineo,Vivaan,Jim,Curry,Bongani,Rita,No,,,,,,,,
3636,31/03/2018,22:23:59,38.5,0.65,3.30,0.56,7.47,0.56,26.0,287.5,Phone,Family,B,Dineo,Vivaan,Jim,Wasabi,Bongani,Sei,No,,,,,,,,
3637,31/03/2018,22:35:32,36.2,0.63,3.29,0.45,7.09,0.45,24.3,283.0,App,Large,A,Dineo,Vivaan,Jim,Curry,Bongani,Lebo,No,,,,,,,,
3638,31/03/2018,22:35:34,50.1,0.48,3.54,0.48,7.17,0.48,37.9,278.9,Phone,Large,E,Dineo,Vivaan,Jim,Curry,Bongani,Rita,No,,,,,,,,
3639,31/03/2018,22:36:23,41.7,0.73,3.13,0.47,6.17,0.47,30.8,245.2,App,Small,D,Dineo,Vivaan,Jim,Chilli,Bongani,Sei,No,,,,,,,,
3640,31/03/2018,22:36:53,41.4,0.73,3.33,0.39,6.63,0.39,29.9,248.3,App,Medium,C,Dineo,Vivaan,Jim,Chilli,Bongani,Lebo,No,,,,,,,,
3641,31/03/2018,22:44:08,40.7,0.85,3.45,0.53,6.36,0.53,29.0,240.2,Phone,Medium,A,Dineo,Vivaan,Jim,Chilli,Bongani,Rita,No,,,,,,,,
3642,31/03/2018,22:45:14,42.3,0.39,3.45,0.62,7.21,0.62,30.0,292.6,Phone,Family,D,Dineo,Vivaan,Jim,Wasabi,Bongani,Sei,No,,,,,,,,
3643,31/03/2018,22:48:24,49.6,0.54,3.38,0.42,6.52,0.42,38.3,288.0,App,Family,E,Dineo,Vivaan,Jim,Chilli,Bongani,Lebo,yes,Too Doughy,,,,,,,
3644,31/03/2018,22:49:17,40.7,0.68,3.17,0.57,6.97,0.57,28.7,278.8,Phone,Large,B,Dineo,Vivaan,Jim,Chilli,Bongani,Rita,yes,Too Doughy,,,,,,,
3645,31/03/2018,22:55:08,56.3,0.85,3.47,0.50,7.47,0.50,43.5,292.4,Phone,Family,E,Dineo,Vivaan,Jim,Wasabi,Bongani,Sei,No,,,,,,,,
3646,31/03/2018,23:02:18,41.8,0.79,3.38,0.65,7.02,0.65,29.3,295.0,App,Family,E,Dineo,Vivaan,Jim,Wasabi,Bongani,Lebo,No,,,,,,,,
3647,31/03/2018,23:03:58,40.9,0.90,3.12,0.45,7.13,0.45,28.8,289.9,Phone,Family,A,Dineo,Vivaan,Jim,Wasabi,Bongani,Rita,No,,,,,,,,
3648,31/03/2018,23:14:35,37.2,0.71,3.70,0.59,7.30,0.59,24.3,291.9,Phone,Family,A,Dineo,Vivaan,Jim,Wasabi,Bongani,Sei,No,,,,,,,,
3649,31/03/2018,23:15:19,35.5,0.65,3.66,0.58,7.04,0.58,23.0,276.7,Phone,Large,B,Dineo,Vivaan,Jim,Curry,Bongani,Lebo,No,,,,,,,,
3650,31/03/2018,23:15:56,39.0,0.88,3.23,0.48,6.83,0.48,27.1,239.0,App,Medium,B,Dineo,Vivaan,Jim,Chilli,Bongani,Rita,No,,,,,,,,
3651,31/03/2018,23:18:37,52.1,0.59,3.38,0.56,7.32,0.56,39.7,293.6,App,Family,E,Dineo,Vivaan,Jim,Wasabi,Bongani,Sei,No,,,,,,,,
3652,31/03/2018,23:21:36,45.1,0.86,3.51,0.48,7.25,0.48,32.5,284.8,Phone,Family,E,Dineo,Vivaan,Jim,Wasabi,Bongani,Lebo,No,,,,,,,,
3653,31/03/2018,23:26:46,38.0,0.86,3.43,0.40,6.91,0.40,26.0,276.1,App,Large,A,Dineo,Vivaan,Jim,Curry,Bongani,Rita,No,,,,,,,,
3654,31/03/2018,23:41:04,34.8,0.78,3.31,0.41,6.45,0.41,23.5,245.2,App,Small,A,Dineo,Vivaan,Jim,Chilli,Bongani,Sei,No,,,,,,,,
3655,31/03/2018,23:43:21,42.9,0.99,3.35,0.46,6.79,0.46,30.9,281.8,App,Large,B,Dineo,Vivaan,Jim,Curry,Bongani,Lebo,No,,,,,,,,
3656,01/04/2018,12:26:21,39.2,0.57,3.56,0.49,7.41,0.49,26.7,291.6,App,Family,B,Dineo,Vivaan,Tsepo,Wasabi,Bongani,Rita,No,,,,,,,,
3657,01/04/2018,12:29:47,46.5,0.79,3.66,0.45,6.78,0.45,34.3,278.2,App,Large,E,Dineo,Vivaan,Tsepo,Curry,Bongani,Sei,No,,,,,,,,
3658,01/04/2018,12:32:09,44.5,0.77,3.40,0.41,6.62,0.41,32.9,279.6,App,Large,D,Dineo,Vivaan,Tsepo,Curry,Bongani,Lebo,No,,,,,,,,
3659,01/04/2018,12:35:17,50.4,0.90,3.51,0.58,6.86,0.58,38.0,276.0,Phone,Large,C,Dineo,Vivaan,Tsepo,Curry,Bongani,Rita,No,,,,,,,,
3660,01/04/2018,12:36:32,33.9,0.91,3.25,0.44,6.53,0.44,22.3,245.6,App,Medium,A,Dineo,Vivaan,Tsepo,Chilli,Bongani,Sei,No,,,,,,,,
3661,01/04/2018,12:41:31,42.2,1.13,3.33,0.55,6.66,0.55,29.9,243.4,Phone,Medium,D,Dineo,Vivaan,Tsepo,Chilli,Bongani,Lebo,No,,,,,,,,
3662,01/04/2018,12:46:31,48.0,0.82,3.38,0.49,7.04,0.49,35.8,281.7,Phone,Large,E,Dineo,Vivaan,Tsepo,Curry,Bongani,Rita,No,,,,,,,,
3663,01/04/2018,12:55:13,37.4,0.60,3.22,0.52,6.97,0.52,25.6,289.4,App,Family,B,Dineo,Vivaan,Tsepo,Wasabi,Bongani,Sei,No,,,,,,,,
3664,01/04/2018,13:06:39,43.9,0.74,3.46,0.39,6.91,0.39,32.0,281.3,App,Large,E,Dineo,Vivaan,Tsepo,Curry,Bongani,Lebo,No,,,,,,,,
3665,01/04/2018,13:12:51,46.0,0.71,3.30,0.41,6.74,0.41,34.4,248.5,App,Medium,E,Dineo,Vivaan,Tsepo,Chilli,Bongani,Rita,No,,,,,,,,
3666,01/04/2018,13:16:26,40.0,0.91,3.64,0.63,6.91,0.63,27.3,269.8,Phone,Large,A,Dineo,Vivaan,Tsepo,Curry,Bongani,Sei,No,,,,,,,,
3667,01/04/2018,13:33:17,38.3,0.57,3.20,0.44,6.63,0.44,27.0,246.3,Phone,Small,A,Dineo,Vivaan,Tsepo,Chilli,Bongani,Lebo,No,,,,,,,,
3668,01/04/2018,13:36:42,40.8,0.77,3.24,0.53,6.51,0.53,29.2,244.9,Phone,Medium,B,Dineo,Vivaan,Tsepo,Chilli,Bongani,Rita,No,,,,,,,,
3669,01/04/2018,13:38:01,49.0,0.95,3.11,0.47,6.34,0.47,37.7,243.1,Phone,Medium,E,Dineo,Vivaan,Tsepo,Chilli,Bongani,Sei,No,,,,,,,,
3670,01/04/2018,13:45:41,40.4,0.63,3.31,0.46,6.88,0.46,28.7,272.1,App,Large,E,Dineo,Vivaan,Tsepo,Curry,Bongani,Lebo,No,,,,,,,,
3671,01/04/2018,13:52:57,48.9,1.00,3.35,0.47,6.28,0.47,37.3,246.1,App,Small,E,Dineo,Vivaan,Tsepo,Chilli,Bongani,Rita,No,,,,,,,,
3672,01/04/2018,14:06:25,39.8,0.70,3.35,0.41,7.32,0.41,27.7,283.8,App,Family,A,Dineo,Vivaan,Tsepo,Wasabi,Bongani,Sei,No,,,,,,,,
3673,01/04/2018,14:06:53,39.5,0.98,3.39,0.46,7.23,0.46,27.0,287.6,App,Family,A,Dineo,Vivaan,Tsepo,Wasabi,Bongani,Lebo,No,,,,,,,,
3674,01/04/2018,14:07:01,43.1,0.79,3.42,0.45,7.53,0.45,30.5,288.7,App,Family,B,Dineo,Vivaan,Tsepo,Wasabi,Bongani,Rita,No,,,,,,,,
3675,01/04/2018,14:14:17,40.9,0.95,3.03,0.47,6.77,0.47,29.2,241.4,Phone,Medium,D,Dineo,Vivaan,Tsepo,Chilli,Bongani,Sei,No,,,,,,,,
3676,01/04/2018,14:19:36,35.9,0.81,3.29,0.71,7.23,0.71,23.1,287.6,App,Family,C,Dineo,Vivaan,Tsepo,Wasabi,Bongani,Lebo,No,,,,,,,,
3677,01/04/2018,14:33:29,61.8,0.59,3.44,0.55,7.36,0.55,49.3,286.1,Phone,Family,E,Dineo,Vivaan,Tsepo,Wasabi,Bongani,Rita,No,,,,,,,,
3678,01/04/2018,14:41:49,49.8,0.78,3.39,0.41,6.60,0.41,38.2,243.9,Phone,Medium,E,Dineo,Vivaan,Tsepo,Chilli,Bongani,Sei,No,,,,,,,,
3679,01/04/2018,14:42:37,47.2,0.74,3.04,0.50,6.70,0.50,35.7,244.9,Phone,Small,E,Dineo,Vivaan,Tsepo,Chilli,Bongani,Lebo,No,,,,,,,,
3680,01/04/2018,14:47:39,38.1,0.87,3.18,0.27,6.37,0.27,27.2,242.4,App,Small,A,Dineo,Vivaan,Tsepo,Chilli,Bongani,Rita,No,,,,,,,,
3681,01/04/2018,14:50:16,53.3,0.59,3.17,0.53,6.51,0.53,42.0,243.3,Phone,Small,E,Dineo,Vivaan,Tsepo,Chilli,Bongani,Sei,No,,,,,,,,
3682,01/04/2018,14:51:34,47.6,0.63,3.50,0.50,6.56,0.50,36.0,242.6,Phone,Medium,E,Dineo,Vivaan,Tsepo,Chilli,Bongani,Lebo,No,,,,,,,,
3683,01/04/2018,15:03:11,44.5,0.65,3.36,0.52,7.29,0.52,32.2,286.4,Phone,Family,E,Dineo,Vivaan,Tsepo,Wasabi,Bongani,Rita,yes,Wrong Size,,,,,,,
3684,01/04/2018,15:11:23,42.1,0.70,3.31,0.50,6.28,0.50,30.8,243.7,Phone,Small,A,Dineo,Vivaan,Tsepo,Chilli,Bongani,Sei,No,,,,,,,,
3685,01/04/2018,15:14:27,52.6,0.75,3.37,0.48,6.69,0.48,40.8,248.1,App,Medium,C,Dineo,Vivaan,Tsepo,Chilli,Bongani,Lebo,No,,,,,,,,
3686,01/04/2018,15:21:29,41.7,1.06,3.26,0.56,7.14,0.56,29.1,276.3,Phone,Large,C,Dineo,Vivaan,Tsepo,Curry,Bongani,Rita,No,,,,,,,,
3687,01/04/2018,15:23:39,43.8,0.82,3.64,0.52,7.08,0.52,31.2,276.5,Phone,Large,A,Dineo,Vivaan,Tsepo,Curry,Bongani,Sei,No,,,,,,,,
3688,01/04/2018,15:34:24,51.3,0.83,3.39,0.37,6.90,0.37,39.5,281.9,App,Large,E,Dineo,Vivaan,Tsepo,Curry,Bongani,Kone,No,,,,,,,,
3689,01/04/2018,15:36:52,38.3,0.68,3.18,0.33,6.91,0.33,26.8,272.0,Phone,Large,E,Dineo,Vivaan,Tsepo,Curry,Bongani,Jeff,No,,,,,,,,
3690,01/04/2018,15:39:18,40.7,0.72,3.44,0.42,7.07,0.42,28.6,277.2,Phone,Large,B,Dineo,Vivaan,Tsepo,Curry,Bongani,Mary,No,,,,,,,,
3691,01/04/2018,15:47:41,41.7,0.72,3.48,0.48,7.18,0.48,29.3,286.8,App,Family,B,Dineo,Vivaan,Tsepo,Wasabi,Bongani,Kone,No,,,,,,,,
3692,01/04/2018,15:47:41,48.0,0.78,3.49,0.45,7.36,0.45,35.5,293.5,Phone,Family,E,Dineo,Vivaan,Tsepo,Wasabi,Bongani,Jeff,No,,,,,,,,
3693,01/04/2018,15:50:17,43.2,0.77,3.60,0.57,7.32,0.57,30.4,291.2,Phone,Family,A,Dineo,Vivaan,Tsepo,Wasabi,Bongani,Mary,No,,,,,,,,
3694,01/04/2018,15:58:29,52.2,0.79,3.24,0.44,7.45,0.44,39.8,286.8,Phone,Family,E,Dineo,Vivaan,Tsepo,Wasabi,Bongani,Kone,No,,,,,,,,
3695,01/04/2018,16:00:22,48.4,0.85,3.45,0.53,6.81,0.53,36.2,275.9,Phone,Large,C,Dineo,Vivaan,Tsepo,Curry,Bongani,Jeff,No,,,,,,,,
3696,01/04/2018,16:02:30,39.3,0.63,3.48,0.44,6.87,0.44,27.4,278.7,App,Large,B,Dineo,Vivaan,Tsepo,Curry,Bongani,Mary,No,,,,,,,,
3697,01/04/2018,16:04:06,43.5,0.68,3.36,0.57,6.96,0.57,31.3,272.2,Phone,Large,D,Dineo,Vivaan,Tsepo,Curry,Bongani,Kone,No,,,,,,,,
3698,01/04/2018,16:11:22,46.2,0.81,3.48,0.36,6.89,0.36,34.3,282.0,Phone,Large,E,Dineo,Vivaan,Tsepo,Curry,Bongani,Jeff,No,,,,,,,,
3699,01/04/2018,16:11:52,48.5,0.68,3.50,0.54,7.42,0.54,35.8,286.8,Phone,Family,E,Dineo,Vivaan,Tsepo,Wasabi,Bongani,Mary,No,,,,,,,,
3700,01/04/2018,16:13:21,47.4,0.84,3.34,0.55,6.28,0.55,35.8,244.6,Phone,Small,E,Dineo,Vivaan,Tsepo,Chilli,Bongani,Kone,No,,,,,,,,
3701,01/04/2018,16:18:26,46.3,0.50,3.46,0.49,7.33,0.49,34.0,286.4,Phone,Family,E,Dineo,Vivaan,Tsepo,Wasabi,Bongani,Jeff,No,,,,,,,,
3702,01/04/2018,16:18:43,43.7,0.71,3.44,0.49,6.90,0.49,31.7,276.1,Phone,Large,A,Dineo,Vivaan,Tsepo,Curry,Bongani,Mary,No,,,,,,,,
3703,01/04/2018,16:29:09,48.1,0.58,3.27,0.52,6.83,0.52,36.4,277.6,Phone,Large,C,Dineo,Vivaan,Tsepo,Curry,Bongani,Kone,No,,,,,,,,
3704,01/04/2018,17:03:48,47.3,0.96,3.26,0.42,6.41,0.42,35.8,241.4,App,Small,C,Dineo,Vivaan,Tsepo,Chilli,Bongani,Jeff,No,,,,,,,,
3705,01/04/2018,17:06:16,44.4,0.82,3.13,0.51,6.59,0.51,32.8,246.2,Phone,Medium,A,Dineo,Vivaan,Tsepo,Chilli,Bongani,Mary,No,,,,,,,,
3706,01/04/2018,17:09:21,36.9,0.66,3.23,0.42,6.38,0.42,25.8,246.9,App,Small,E,Dineo,Vivaan,Tsepo,Chilli,Bongani,Kone,No,,,,,,,,
3707,01/04/2018,17:10:37,48.9,0.59,3.39,0.55,6.74,0.55,37.0,282.5,App,Large,E,Dineo,Vivaan,Tsepo,Curry,Bongani,Jeff,No,,,,,,,,
3708,01/04/2018,17:15:07,44.1,0.72,3.57,0.42,7.30,0.42,31.6,289.4,Phone,Family,D,Dineo,Vivaan,Tsepo,Wasabi,Bongani,Mary,No,,,,,,,,
4034,04/04/2018,19:36:11,42.8,0.78,3.35,0.46,6.86,0.46,30.9,277.7,App,Large,B,Kim,Alexia,Jim,Curry,Bongani,Lebo,yes,Late delivery,,,,,,,
3710,01/04/2018,17:21:28,47.6,0.66,3.15,0.61,6.52,0.61,36.0,245.6,Phone,Medium,E,Dineo,Vivaan,Tsepo,Chilli,Bongani,Jeff,No,,,,,,,,
7255,29/04/2018,17:24:49,42.9,0.95,3.18,0.50,6.13,0.50,31.6,250.3,App,Small,D,Dineo,Vivaan,Tsepo,Chilli,Pat,Kone,yes,Late delivery,,,,,,,
3712,01/04/2018,17:35:43,45.9,0.90,3.12,0.55,6.64,0.55,34.2,239.0,App,Small,E,Dineo,Vivaan,Tsepo,Chilli,Bongani,Kone,No,,,,,,,,
1216,14/03/2018,17:55:34,42.9,0.70,3.42,0.43,6.83,0.43,31.1,278.2,App,Large,D,Maria,Vivaan,Tsepo,Curry,Rohan,Kone,yes,Late delivery,,,,,,,
3714,01/04/2018,17:54:31,39.5,0.68,3.13,0.55,6.56,0.55,28.0,244.2,App,Medium,B,Dineo,Vivaan,Tsepo,Chilli,Bongani,Mary,No,,,,,,,,
4026,04/04/2018,18:42:40,43.0,0.75,3.27,0.58,6.21,0.58,31.6,249.0,Phone,Medium,A,Kim,Alexia,Jim,Chilli,Bongani,Rita,yes,Late delivery,,,,,,,
3716,01/04/2018,18:03:57,45.2,0.79,3.44,0.51,6.84,0.51,33.1,280.0,Phone,Large,E,Dineo,Vivaan,Jim,Curry,Bongani,Jeff,No,,,,,,,,
3717,01/04/2018,18:07:54,41.4,0.75,3.28,0.48,6.39,0.48,30.0,250.3,App,Small,D,Dineo,Vivaan,Jim,Chilli,Bongani,Mary,No,,,,,,,,
3718,01/04/2018,18:13:22,49.4,0.72,3.16,0.50,6.88,0.50,37.6,249.7,Phone,Medium,A,Dineo,Vivaan,Jim,Chilli,Bongani,Kone,No,,,,,,,,
3719,01/04/2018,18:14:52,40.0,0.67,3.32,0.49,6.06,0.49,29.0,244.6,Phone,Small,D,Dineo,Vivaan,Jim,Chilli,Bongani,Jeff,No,,,,,,,,
3720,01/04/2018,18:35:05,39.6,0.51,3.28,0.43,6.34,0.43,28.6,243.8,App,Small,C,Dineo,Vivaan,Jim,Chilli,Bongani,Mary,No,,,,,,,,
3721,01/04/2018,18:48:01,35.3,0.97,3.25,0.56,6.64,0.56,23.3,241.3,App,Medium,B,Dineo,Vivaan,Jim,Chilli,Bongani,Kone,No,,,,,,,,
3722,01/04/2018,18:57:14,42.6,0.60,3.39,0.38,7.00,0.38,30.9,279.5,Phone,Large,E,Dineo,Vivaan,Jim,Curry,Bongani,Jeff,No,,,,,,,,
3723,01/04/2018,19:00:36,58.2,0.69,3.46,0.45,6.83,0.45,46.3,275.8,App,Large,E,Dineo,Vivaan,Jim,Curry,Bongani,Mary,No,,,,,,,,
3724,01/04/2018,19:05:22,43.5,0.75,3.39,0.53,6.66,0.53,31.6,280.7,Phone,Large,B,Dineo,Vivaan,Jim,Curry,Bongani,Kone,No,,,,,,,,
3725,01/04/2018,19:08:35,39.4,0.95,3.31,0.53,7.00,0.53,27.1,273.3,Phone,Large,A,Dineo,Vivaan,Jim,Curry,Bongani,Jeff,No,,,,,,,,
3726,01/04/2018,19:10:25,37.5,0.89,3.42,0.37,6.51,0.37,25.9,243.1,Phone,Medium,B,Dineo,Vivaan,Jim,Chilli,Bongani,Mary,No,,,,,,,,
3727,01/04/2018,19:14:13,39.6,0.88,3.50,0.54,6.78,0.54,27.3,290.3,Phone,Family,A,Dineo,Vivaan,Jim,Chilli,Bongani,Kone,yes,Too Doughy,,,,,,,
3728,01/04/2018,19:15:16,41.7,0.95,3.33,0.51,6.71,0.51,29.7,245.8,Phone,Small,A,Dineo,Vivaan,Jim,Chilli,Bongani,Jeff,No,,,,,,,,
3729,01/04/2018,19:17:31,39.8,0.88,3.27,0.52,6.66,0.52,27.9,244.1,Phone,Medium,B,Dineo,Vivaan,Jim,Chilli,Bongani,Mary,No,,,,,,,,
3730,01/04/2018,19:18:53,46.6,0.65,3.28,0.48,6.39,0.48,35.4,245.9,Phone,Small,C,Dineo,Vivaan,Jim,Chilli,Bongani,Kone,No,,,,,,,,
3731,01/04/2018,19:21:25,42.0,0.76,3.26,0.29,6.37,0.29,31.0,243.5,Phone,Small,C,Dineo,Vivaan,Jim,Chilli,Bongani,Jeff,No,,,,,,,,
3732,01/04/2018,19:24:27,39.3,0.50,3.42,0.51,6.72,0.51,27.7,280.5,Phone,Large,A,Dineo,Vivaan,Jim,Chilli,Bongani,Mary,yes,Too Doughy,,,,,,,
3733,01/04/2018,19:37:19,59.9,0.63,3.27,0.39,6.95,0.39,48.3,276.1,Phone,Large,E,Dineo,Vivaan,Jim,Curry,Bongani,Kone,No,,,,,,,,
3734,01/04/2018,19:38:38,40.6,0.62,3.18,0.59,6.25,0.59,29.3,248.2,Phone,Small,D,Dineo,Vivaan,Jim,Chilli,Bongani,Jeff,No,,,,,,,,
3735,01/04/2018,19:39:09,45.5,0.65,3.43,0.35,6.54,0.35,34.2,275.0,Phone,Large,E,Dineo,Vivaan,Jim,Curry,Bongani,Mary,No,,,,,,,,
3736,01/04/2018,19:41:00,40.3,0.73,3.59,0.49,7.28,0.49,27.7,286.9,Phone,Family,A,Dineo,Vivaan,Jim,Wasabi,Bongani,Kone,No,,,,,,,,
3737,01/04/2018,19:43:21,47.2,0.70,3.19,0.47,6.58,0.47,35.8,244.0,Phone,Small,E,Dineo,Vivaan,Jim,Chilli,Bongani,Jeff,No,,,,,,,,
3738,01/04/2018,19:43:30,41.4,0.96,3.43,0.54,7.17,0.54,28.8,295.1,Phone,Family,B,Dineo,Vivaan,Jim,Wasabi,Bongani,Mary,No,,,,,,,,
3739,01/04/2018,19:49:46,34.9,0.69,3.31,0.44,6.43,0.44,23.6,245.0,Phone,Small,A,Dineo,Vivaan,Jim,Chilli,Bongani,Kone,No,,,,,,,,
3740,01/04/2018,19:53:10,36.1,0.72,3.41,0.45,6.75,0.45,24.3,278.0,Phone,Large,B,Dineo,Vivaan,Jim,Curry,Bongani,Jeff,No,,,,,,,,
3741,01/04/2018,19:54:43,46.0,0.78,3.42,0.53,7.09,0.53,33.7,286.8,Phone,Family,E,Dineo,Vivaan,Jim,Wasabi,Bongani,Mary,No,,,,,,,,
3742,01/04/2018,20:06:46,48.6,0.76,3.29,0.30,7.01,0.30,36.9,280.6,Phone,Large,C,Dineo,Vivaan,Jim,Curry,Bongani,Kone,No,,,,,,,,
3743,01/04/2018,20:22:48,42.1,0.92,3.38,0.35,6.90,0.35,30.3,279.4,Phone,Large,C,Dineo,Vivaan,Jim,Curry,Bongani,Jeff,No,,,,,,,,
3744,01/04/2018,20:23:04,41.7,0.75,3.24,0.44,6.80,0.44,30.0,242.2,Phone,Medium,B,Dineo,Vivaan,Jim,Chilli,Bongani,Mary,No,,,,,,,,
3745,01/04/2018,20:24:33,40.4,0.95,3.21,0.56,6.80,0.56,28.3,278.4,App,Large,B,Dineo,Vivaan,Jim,Curry,Bongani,Kone,No,,,,,,,,
3746,01/04/2018,20:26:38,38.7,0.79,3.35,0.36,7.23,0.36,26.6,289.3,App,Family,A,Dineo,Vivaan,Jim,Wasabi,Bongani,Jeff,No,,,,,,,,
3747,01/04/2018,20:33:55,38.1,0.76,3.70,0.46,7.10,0.46,25.6,280.3,App,Large,A,Dineo,Vivaan,Jim,Chilli,Bongani,Mary,yes,Too Doughy,,,,,,,
3748,01/04/2018,20:34:23,44.0,0.88,3.32,0.43,6.10,0.43,32.8,248.2,App,Small,E,Dineo,Vivaan,Jim,Chilli,Bongani,Kone,No,,,,,,,,
3749,01/04/2018,20:41:23,45.9,0.56,3.30,0.56,6.15,0.56,34.7,246.2,Phone,Small,C,Dineo,Vivaan,Jim,Chilli,Bongani,Jeff,No,,,,,,,,
3750,01/04/2018,20:47:58,43.5,0.90,3.55,0.59,7.51,0.59,30.4,285.8,App,Family,C,Dineo,Vivaan,Jim,Wasabi,Bongani,Mary,No,,,,,,,,
3751,01/04/2018,20:50:41,48.7,0.64,3.35,0.56,6.71,0.56,36.9,246.3,App,Medium,B,Dineo,Vivaan,Jim,Chilli,Bongani,Kone,No,,,,,,,,
3752,01/04/2018,20:51:05,42.9,1.12,3.43,0.44,7.38,0.44,30.1,287.5,App,Family,A,Dineo,Vivaan,Jim,Wasabi,Bongani,Jeff,No,,,,,,,,
3753,01/04/2018,20:52:49,35.6,0.86,3.35,0.59,6.59,0.59,23.6,238.9,App,Medium,A,Dineo,Vivaan,Jim,Chilli,Bongani,Mary,No,,,,,,,,
3754,01/04/2018,20:54:40,42.0,0.64,3.30,0.44,6.43,0.44,30.8,251.2,App,Medium,D,Dineo,Vivaan,Jim,Chilli,Bongani,Kone,No,,,,,,,,
3755,01/04/2018,21:00:28,49.8,0.86,3.31,0.48,7.32,0.48,37.4,292.3,App,Family,E,Dineo,Vivaan,Jim,Wasabi,Bongani,Jeff,No,,,,,,,,
3756,01/04/2018,21:04:12,44.8,0.98,3.50,0.44,6.24,0.44,33.2,246.6,Phone,Small,E,Dineo,Vivaan,Jim,Chilli,Bongani,Mary,yes,Wrong topping,,,,,,,
